K_ENTIDAD_MUNICIPIO,ANOS_PROMEDIO_DE_ESCOLARIDAD,ANOS_ESPERADOS_DE_ESCOLARIZACIÓN,INGRESOPC_ANUAL,TASA_DE_MORTALIDAD_INFANTIL,INDICE_DE_EDUCACION,INDICE_DE_SALUD,INDICE_DE_INGRESO,IDH
24018,7.01,12.87,1482.32,26.06,0.59,0.79,0.67,0.68
16068,6.06,10.77,2489.8,20.86,0.5,0.84,0.75,0.68
20525,5.74,12.44,1745.99,20.27,0.54,0.84,0.69,0.68
32008,6.74,11.5,1822.45,22.53,0.54,0.82,0.7,0.68
13017,6.25,12.43,1819.45,24.17,0.55,0.81,0.7,0.68
30100,6.11,11.51,2010.31,20.85,0.52,0.84,0.71,0.68
20066,5.65,13.57,1515.17,22.4,0.57,0.82,0.67,0.68
21144,6.56,10.92,1897.79,19.43,0.52,0.85,0.7,0.68
28012,6.33,11.22,2152.77,22.21,0.52,0.83,0.72,0.68
32051,6.49,12.02,1696.56,22.21,0.55,0.83,0.69,0.68
12033,5.94,12.04,1958.47,22.05,0.53,0.83,0.71,0.68
16019,5.62,11.64,2182.41,20.22,0.51,0.84,0.73,0.68
20474,6.38,12.55,1729.69,24.59,0.56,0.81,0.69,0.68
30092,6.4,11.66,2006.35,23.52,0.54,0.81,0.71,0.68
16109,5.82,12.25,1945.97,22.39,0.53,0.82,0.71,0.68
16022,6.23,11.86,2024.96,23.79,0.54,0.81,0.71,0.68
23006,6.63,12.86,1476.92,24.2,0.58,0.81,0.67,0.68
17023,7.25,11.42,1802.1,25.16,0.56,0.8,0.7,0.68
24037,6.49,12.85,1626.31,25.5,0.57,0.8,0.68,0.68
22018,6.81,12.13,2015.88,28.28,0.56,0.77,0.71,0.68
20059,6.05,12.42,1898.81,24.34,0.55,0.81,0.7,0.68
08067,6,11.64,2078.43,21.99,0.52,0.83,0.72,0.68
24025,6.52,11.41,1864.5,21.78,0.53,0.83,0.7,0.68
20191,6.71,11.85,1616.45,22.11,0.55,0.83,0.68,0.68
24051,6.04,11.64,1968.44,21.23,0.52,0.83,0.71,0.68
30148,5.98,11.51,2111.42,21.67,0.52,0.83,0.72,0.68
30158,6.38,12.43,1662.29,23.71,0.56,0.81,0.68,0.68
24027,5.67,12.08,2062.97,22.31,0.52,0.82,0.72,0.68
21001,6,11.55,1876.03,19.63,0.52,0.85,0.7,0.68
21044,6.36,12.41,1434.54,20.39,0.56,0.84,0.66,0.68
30135,6.38,11.96,1727.57,22.43,0.54,0.82,0.69,0.68
24050,6.18,11.6,2153.51,23.93,0.53,0.81,0.72,0.68
31056,5.95,12.07,2296.97,26.25,0.53,0.79,0.73,0.68
14123,5.92,10.98,2420.41,21.5,0.5,0.83,0.74,0.68
16089,5.81,10.56,2377.66,18.07,0.49,0.86,0.74,0.68
20025,6.1,11.52,2057.83,22.23,0.52,0.83,0.72,0.68
11013,6.1,12.49,2165.5,28.01,0.55,0.78,0.72,0.68
31057,5.6,12.89,1796.69,23.52,0.54,0.81,0.7,0.68
14026,6.13,11.2,2296.4,23.2,0.52,0.82,0.73,0.68
30125,5.86,12.09,1945.58,22.81,0.53,0.82,0.71,0.68
24038,6.82,13.61,1226.46,25.44,0.61,0.8,0.64,0.68
21163,6.25,11.31,1944.94,21.22,0.52,0.83,0.71,0.68
10029,6.3,11.83,1777.03,22.34,0.54,0.82,0.69,0.68
07002,6.01,11.81,1678.99,19.29,0.53,0.85,0.69,0.68
21196,6.2,13.54,1344.39,23.95,0.58,0.81,0.65,0.68
31033,6.1,12.36,2055.8,26.73,0.55,0.79,0.72,0.68
30144,6.06,12.45,1792.28,24.2,0.55,0.81,0.7,0.68
13025,6.25,13.62,1438.32,26.12,0.59,0.79,0.66,0.68
30073,5.51,11.76,1616.02,14.95,0.51,0.89,0.68,0.68
14092,6.32,11.37,2193.12,24.66,0.53,0.8,0.73,0.68
20002,5.92,12.09,1816.27,22.02,0.53,0.83,0.7,0.68
14106,5.58,12.29,2609.36,28.16,0.53,0.78,0.75,0.68
17003,6.87,11.93,1577.63,23.86,0.56,0.81,0.68,0.68
20327,5.78,11.83,1889.64,20.74,0.52,0.84,0.7,0.67
14060,5.95,11.48,2072.75,21.9,0.52,0.83,0.72,0.67
20143,6.27,12.63,1558.95,23.63,0.56,0.81,0.67,0.67
32018,6.19,11.59,1818.91,21.3,0.53,0.83,0.7,0.67
30181,5.97,12.37,1759.51,23.18,0.54,0.82,0.69,0.67
30185,6.67,12.42,1707.44,26.8,0.57,0.79,0.69,0.67
11001,6.13,11.75,2097.34,24.73,0.53,0.8,0.72,0.67
11009,6.61,11.91,2071.99,28.1,0.55,0.78,0.72,0.67
21169,6.34,12.67,1667,25.75,0.56,0.8,0.68,0.67
16110,6.18,11.52,1704.23,19.64,0.53,0.85,0.69,0.67
14081,5.42,12.87,2181.36,26.91,0.54,0.79,0.73,0.67
21176,6.29,12.1,1665.97,22.79,0.55,0.82,0.68,0.67
14100,6.44,11.48,2491.25,28.68,0.53,0.77,0.75,0.67
30169,5.53,11.55,1722.7,15.84,0.51,0.88,0.69,0.67
16039,6.13,11.93,1535.42,19.26,0.54,0.85,0.67,0.67
31091,6.08,12.28,1898.25,25.21,0.54,0.8,0.7,0.67
20562,6.63,11.89,1425.51,20.42,0.55,0.84,0.66,0.67
11023,6.27,11.56,2123.45,25.05,0.53,0.8,0.72,0.67
16065,7.18,12.48,2002.92,33.03,0.59,0.73,0.71,0.67
11039,6.04,12.24,2124.01,27.11,0.54,0.78,0.72,0.67
20090,6.55,12.23,1641.99,24.82,0.56,0.8,0.68,0.67
30130,5.42,11.88,1780.02,17.88,0.51,0.86,0.69,0.67
13059,6.34,11.63,1754.91,22.08,0.53,0.83,0.69,0.67
20467,6.28,11.56,1819.03,22.09,0.53,0.83,0.7,0.67
24012,6.7,13.4,1466.5,28.58,0.6,0.77,0.67,0.67
16050,6.17,11.8,1744.47,21.88,0.53,0.83,0.69,0.67
20087,6.71,11.17,1961.22,24.39,0.53,0.81,0.71,0.67
20493,7.09,11.95,1136.96,18.41,0.57,0.86,0.63,0.67
32037,6.37,11.6,1875.11,23.57,0.53,0.81,0.7,0.67
16100,6.87,12.95,1806.74,31.77,0.59,0.74,0.7,0.67
30155,6.41,13.43,1624.05,29.38,0.59,0.76,0.68,0.67
11035,6.48,11.7,1989.87,25.96,0.54,0.79,0.71,0.67
30075,5.47,12.42,1614.81,19.11,0.53,0.85,0.68,0.67
24045,6.07,11.93,1876.22,23.5,0.53,0.81,0.7,0.67
30035,5.79,12.99,1584.31,23.52,0.55,0.81,0.68,0.67
24032,6.12,12.36,1884.6,26.04,0.55,0.79,0.7,0.67
30113,5.98,12.51,1541.24,21.78,0.55,0.83,0.67,0.67
14029,5.74,11.88,2200.92,24.57,0.52,0.81,0.73,0.67
22008,5.87,10.92,2541.52,23.24,0.5,0.82,0.75,0.67
20042,6.93,12.48,1404.93,25.08,0.58,0.8,0.66,0.67
30099,6.03,11.91,1506.99,18.59,0.53,0.86,0.67,0.67
30032,6.15,12.45,1646,23.93,0.55,0.81,0.68,0.67
14064,6.47,11.54,2432.29,29.19,0.54,0.77,0.74,0.67
11033,6.63,11.98,2276.41,30.81,0.55,0.75,0.73,0.67
07054,6.35,12.12,1631,23.35,0.55,0.82,0.68,0.67
08035,6.38,9.54,2444.87,18.38,0.48,0.86,0.74,0.67
20324,6.14,11.99,1991.95,25.74,0.54,0.8,0.71,0.67
30061,6.28,11.84,2101.19,26.89,0.54,0.79,0.72,0.67
20307,6.07,12.38,1749.81,24.57,0.55,0.81,0.69,0.67
11012,6.26,11.7,2003.3,25.21,0.53,0.8,0.71,0.67
30183,6.47,11.42,1801.26,22.89,0.53,0.82,0.7,0.67
31006,5.69,11.94,1911.98,22.04,0.52,0.83,0.71,0.67
31071,5.74,12.14,2029.85,24.69,0.53,0.8,0.71,0.67
31067,5.88,11.7,1844.07,21.35,0.52,0.83,0.7,0.67
21175,6.37,11.28,1623.7,19.55,0.53,0.85,0.68,0.67
32035,6.52,12.51,1376.03,22.94,0.56,0.82,0.66,0.67
16111,6.41,10.64,1971.8,20.61,0.51,0.84,0.71,0.67
21053,6.26,12.19,1647.16,23.83,0.55,0.81,0.68,0.67
21063,6.33,11.94,1614.88,22.65,0.54,0.82,0.68,0.67
31018,6.03,13.21,1618.65,27.06,0.57,0.78,0.68,0.67
17016,7.11,11.72,1417.96,23.33,0.56,0.82,0.66,0.67
24036,6.08,11.66,2121.15,25.48,0.53,0.8,0.72,0.67
07001,5.62,12.06,1480.96,17.13,0.52,0.87,0.67,0.67
10026,6.48,11.13,2385.33,27.61,0.52,0.78,0.74,0.67
28013,6.56,11.49,1866.8,25.11,0.54,0.8,0.7,0.67
14033,5.69,11.05,2767.07,25.23,0.5,0.8,0.76,0.67
14072,5.63,10.86,2634.03,22.95,0.49,0.82,0.75,0.67
29012,6.92,11.71,1433.61,22.8,0.56,0.82,0.66,0.67
14076,6.12,11.43,2478.19,27.83,0.52,0.78,0.74,0.67
15078,6.8,11.46,1808.18,25.82,0.55,0.8,0.7,0.67
10035,5.95,11.05,2390.52,24.23,0.51,0.81,0.74,0.67
21062,5.81,12.78,1470.78,22.15,0.55,0.83,0.67,0.67
24055,5.82,11.5,2149.35,23.69,0.51,0.81,0.72,0.67
21104,6.43,10.93,1780.94,20.65,0.52,0.84,0.69,0.67
32003,5.82,12.99,1758.02,27.03,0.55,0.78,0.69,0.67
24056,5.77,11.65,1880.15,21.48,0.52,0.83,0.7,0.67
22004,6.32,11.94,2106.44,28.5,0.54,0.77,0.72,0.67
15085,6.35,12.49,1661.03,26.56,0.56,0.79,0.68,0.67
30058,6.21,13.81,1366.26,27.61,0.59,0.78,0.65,0.67
30167,6.47,12.72,1539.23,26.73,0.57,0.79,0.67,0.67
20343,6.48,11.35,1540.25,20.19,0.53,0.84,0.67,0.67
30078,5.98,13.1,1470.91,24.88,0.56,0.8,0.67,0.67
12056,6.04,12.53,1413.31,21.59,0.55,0.83,0.66,0.67
13037,6.03,12.29,1709.67,24.46,0.54,0.81,0.69,0.67
14096,6.47,11.32,2142.27,26.9,0.53,0.79,0.72,0.67
11010,6.07,11.83,1919.66,24.91,0.53,0.8,0.71,0.67
24039,6.56,13.16,1535.91,29.22,0.58,0.77,0.67,0.67
21102,5.99,11.41,1885.79,22.02,0.52,0.83,0.7,0.67
20387,5.9,12.72,1750.64,26.47,0.55,0.79,0.69,0.67
11026,6.09,11.2,2240.56,25.13,0.51,0.8,0.73,0.67
21172,5.82,12.72,1583.35,23.99,0.55,0.81,0.68,0.67
30077,6.03,11.38,1953.22,22.94,0.52,0.82,0.71,0.67
21096,6.54,11.98,1375.82,21.51,0.55,0.83,0.66,0.67
28019,6.28,11.84,1748.41,24.57,0.54,0.81,0.69,0.67
13034,6.28,12.96,1400.41,25.27,0.57,0.8,0.66,0.67
11046,5.9,11.62,2077.78,24.81,0.52,0.8,0.72,0.67
30121,5.83,12.39,1846.89,25.84,0.54,0.79,0.7,0.67
21064,6.1,12.27,1665.86,24.81,0.54,0.8,0.68,0.67
11036,5.91,12.52,1666.8,24.92,0.54,0.8,0.68,0.67
20370,7.7,12.64,1015.81,24.38,0.61,0.81,0.61,0.67
21021,6.52,12.15,1403.35,23.13,0.55,0.82,0.66,0.67
30009,5.47,12.39,1726.45,22.56,0.53,0.82,0.69,0.67
32040,6.68,11.96,1491.48,24.55,0.55,0.81,0.67,0.67
21142,5.84,11.73,1735.96,21.73,0.52,0.83,0.69,0.67
31088,5.81,11.96,1654.2,21.71,0.53,0.83,0.68,0.67
21004,6.32,11.01,1757.92,21.23,0.52,0.83,0.69,0.67
20054,5.95,13.55,1171.59,22.68,0.57,0.82,0.63,0.67
16018,5.7,11.84,1549.5,19.03,0.52,0.85,0.67,0.67
14065,5.24,11.7,2361.6,24.29,0.5,0.81,0.74,0.67
30066,5.91,12.42,1490.45,22.57,0.54,0.82,0.67,0.67
