K_ENTIDAD_MUNICIPIO,ANOS_PROMEDIO_DE_ESCOLARIDAD,ANOS_ESPERADOS_DE_ESCOLARIZACIÓN,INGRESOPC_ANUAL,TASA_DE_MORTALIDAD_INFANTIL,INDICE_DE_EDUCACION,INDICE_DE_SALUD,INDICE_DE_INGRESO,IDH
09014,13.83,16.27,9544.92,5.03,0.91,0.97,0.95,0.94
09016,12.95,15.37,8748.64,6.3,0.86,0.96,0.94,0.92
19019,12.79,14.98,9748.53,11.91,0.84,0.91,0.95,0.9
09003,12.18,15.42,5470.09,7.12,0.83,0.95,0.86,0.88
09015,11.91,14.83,6164.74,7.63,0.81,0.95,0.88,0.88
20350,12.02,15.81,4259.79,8.45,0.84,0.94,0.83,0.87
22006,11.5,14.32,5855.11,7.26,0.78,0.95,0.87,0.87
09006,11.22,14.67,5553.65,8.39,0.78,0.94,0.87,0.86
19046,11.13,14.68,5495.05,8.71,0.78,0.94,0.86,0.86
09002,11.04,15.03,4682.48,8.34,0.79,0.94,0.84,0.85
09004,11.35,14.6,4815.84,10.29,0.78,0.93,0.84,0.85
06010,11.05,14.52,4469.63,8.38,0.77,0.94,0.83,0.85
09017,11.06,14.46,4520.47,8.52,0.77,0.94,0.84,0.85
21119,11.03,15.59,4202.9,11.66,0.8,0.92,0.82,0.85
32056,10.91,14.87,4220.58,8.86,0.78,0.94,0.82,0.84
29033,11.71,14.8,3513.88,8.94,0.8,0.94,0.8,0.84
09012,11.16,14.64,4252.02,10.05,0.78,0.93,0.83,0.84
15037,10.92,14.48,4623.63,10.19,0.77,0.93,0.84,0.84
08019,10.57,14.48,4433.65,8.34,0.75,0.94,0.83,0.84
19039,10.61,13.86,5473.11,10.57,0.74,0.92,0.86,0.84
26030,10.89,14.2,5206.14,12.96,0.76,0.9,0.86,0.84
09010,10.72,14.22,4440.91,9.43,0.75,0.93,0.83,0.84
15054,11.17,14.71,3692.04,10.16,0.78,0.93,0.8,0.84
28009,10.78,14.74,4119.24,10.7,0.77,0.92,0.82,0.84
32017,10.82,14.15,4033.95,8.12,0.75,0.95,0.82,0.84
13051,11.03,14.75,4053.05,11.74,0.78,0.91,0.82,0.84
13048,10.77,14.94,4094.11,12.03,0.77,0.91,0.82,0.83
30028,10.55,14.34,4840.39,12.08,0.75,0.91,0.85,0.83
27004,10.46,14.23,4236.01,8.65,0.74,0.94,0.83,0.83
31050,10.4,14.71,4443.57,11.5,0.76,0.92,0.83,0.83
03003,10.58,14.14,4756.75,11.44,0.75,0.92,0.84,0.83
09005,10.51,14.68,3946.49,9.66,0.76,0.93,0.81,0.83
20157,10.89,14.9,3731.73,11.32,0.78,0.92,0.81,0.83
20390,10.82,14.82,3573.67,10.33,0.77,0.93,0.8,0.83
14120,10.61,13.81,4754.27,11.03,0.74,0.92,0.84,0.83
28041,10.71,14.69,4026.17,11.89,0.77,0.91,0.82,0.83
15020,11.03,14.84,3599.11,11.74,0.78,0.91,0.8,0.83
17007,10.72,14.26,4111.29,10.92,0.75,0.92,0.82,0.83
22014,10.38,13.71,4304.38,8.11,0.73,0.95,0.83,0.83
25012,10.04,14.07,4199.72,7.58,0.73,0.95,0.82,0.83
18017,10.41,14.49,4152.83,11.28,0.75,0.92,0.82,0.83
15121,10.73,14.65,3714.46,11.28,0.76,0.92,0.81,0.83
19026,10.38,13.9,4923.09,12.18,0.73,0.91,0.85,0.83
20293,10.86,14.75,3290.5,10.04,0.77,0.93,0.79,0.83
28038,10.68,14.64,4002.99,12.83,0.76,0.91,0.82,0.83
19048,10.02,13.15,4954.15,7.78,0.7,0.95,0.85,0.83
20067,10.61,14.58,3694.44,10.87,0.76,0.92,0.8,0.83
06002,10.17,14.1,4353.37,10.24,0.73,0.93,0.83,0.83
14039,10.12,14,4469.94,10.57,0.73,0.92,0.83,0.82
24028,10.38,13.94,4187.55,10.37,0.73,0.93,0.82,0.82
15024,10.99,14.48,3454.12,11.59,0.77,0.92,0.79,0.82
20091,11.09,14.3,4252.84,15.47,0.77,0.88,0.83,0.82
19006,10.53,13.22,4657.55,10.62,0.72,0.92,0.84,0.82
04002,9.95,14.17,3951.33,8.46,0.73,0.94,0.81,0.82
29036,10.96,14.53,2903.1,8.82,0.77,0.94,0.77,0.82
26038,9.53,15.32,4672.75,14.76,0.74,0.89,0.84,0.82
05035,10.39,13.35,4001.88,8.16,0.72,0.95,0.82,0.82
02002,9.83,13.72,4124.4,7.67,0.71,0.95,0.82,0.82
05030,10.37,13.37,4813.52,12.09,0.72,0.91,0.84,0.82
30087,10.41,14.67,3785.35,13.08,0.75,0.9,0.81,0.82
26043,10.19,13.38,4426.98,9.89,0.71,0.93,0.83,0.82
25006,10.15,14.61,4275.08,14.22,0.74,0.89,0.83,0.82
20409,10.65,14.46,3682.28,13.59,0.76,0.9,0.8,0.82
04003,9.73,13.29,4743.36,9.73,0.69,0.93,0.84,0.82
05018,10.28,13.36,4319.75,11.54,0.71,0.92,0.83,0.82
30118,10.5,14.61,3327.84,12.71,0.76,0.91,0.79,0.81
09008,10.18,13.99,3747.39,11.1,0.73,0.92,0.81,0.81
21114,10.45,14.27,3256.55,10.92,0.74,0.92,0.79,0.81
18008,9.99,14.36,4167.91,14.16,0.73,0.89,0.82,0.81
01001,9.96,13.27,4015.86,8.74,0.7,0.94,0.82,0.81
26019,9.96,13.09,4071.54,8.42,0.7,0.94,0.82,0.81
09007,10,14,3699.78,10.65,0.72,0.92,0.81,0.81
20030,9.57,14.67,4410.12,14.73,0.73,0.89,0.83,0.81
29005,10.25,14.22,2917.94,8.12,0.74,0.95,0.77,0.81
10005,10.1,13.56,3604.69,9.21,0.71,0.94,0.8,0.81
20115,9.73,14.28,4537.95,15.15,0.72,0.89,0.84,0.81
07001,10.34,14.34,3699.36,14.74,0.74,0.89,0.81,0.81
15099,10.05,14.42,2945.64,9.03,0.74,0.94,0.77,0.81
30193,9.96,13.82,3849.28,11.8,0.72,0.91,0.81,0.81
09013,10.31,14.14,3379.1,12.47,0.74,0.91,0.79,0.81
15104,10.29,14.29,3389.71,13.22,0.74,0.9,0.79,0.81
29002,10.5,14.23,2912.86,10.82,0.75,0.92,0.77,0.81
14067,9.7,13.38,4493.77,12.15,0.7,0.91,0.83,0.81
25001,9.7,14.21,3623.02,11.74,0.72,0.91,0.8,0.81
26018,9.95,13.92,3521.7,11.39,0.72,0.92,0.8,0.81
15013,10.15,13.72,3712.19,12.71,0.72,0.91,0.81,0.81
23005,9.83,12.95,4462.57,11.45,0.69,0.92,0.83,0.81
02004,9.47,13.39,3936.2,9,0.69,0.94,0.81,0.81
09011,9.92,14.26,3127.62,11.13,0.73,0.92,0.78,0.8
30131,9.9,14.2,3781.42,14.91,0.72,0.89,0.81,0.8
05027,9.83,12.24,4689.04,10.45,0.67,0.93,0.84,0.8
16053,9.92,14.25,3274.99,12.49,0.73,0.91,0.79,0.8
24035,9.73,13.42,3747.93,11,0.7,0.92,0.81,0.8
19021,9.64,12.55,4134.9,8.66,0.67,0.94,0.82,0.8
27013,9.81,13.69,3453.05,11.24,0.71,0.92,0.79,0.8
26041,9.27,13.03,5247.78,13.79,0.67,0.9,0.86,0.8
25015,9.37,14.1,3229.21,9.5,0.7,0.93,0.78,0.8
15106,9.88,13.84,2859.12,8.4,0.71,0.94,0.77,0.8
08032,9.39,14.1,3440.28,10.95,0.7,0.92,0.79,0.8
15058,9.63,14.19,3319.22,11.94,0.71,0.91,0.79,0.8
17011,9.83,13.44,3586.66,11.76,0.7,0.91,0.8,0.8
14023,9.41,14.17,3323.41,11.37,0.71,0.92,0.79,0.8
23008,9.99,11.5,5277.49,11.99,0.65,0.91,0.86,0.8
29024,10.06,14.22,2834.19,11.76,0.73,0.91,0.76,0.8
21041,10.31,13.25,3005.56,10.3,0.71,0.93,0.77,0.8
20084,9.83,14.44,3209.1,14.25,0.73,0.89,0.78,0.8
15069,9.85,14.38,3367.2,15.1,0.73,0.89,0.79,0.8
06007,9.25,13.1,3886.67,9.57,0.67,0.93,0.81,0.8
03008,9.56,12.75,4450.27,12.44,0.67,0.91,0.83,0.8
13076,9.32,13.65,3843.23,12.39,0.69,0.91,0.81,0.8
05001,7.76,13.08,8981.33,17.08,0.62,0.87,0.94,0.8
08037,9.36,13.23,3652.53,10.12,0.68,0.93,0.8,0.8
26034,8.1,13.55,7026.86,17.26,0.65,0.87,0.9,0.8
15073,10.72,13.74,3067.48,15.9,0.74,0.88,0.78,0.8
30206,9.08,13.86,3859.43,12.93,0.69,0.9,0.81,0.8
30039,9.45,13.84,3538.05,13.01,0.7,0.9,0.8,0.8
20342,10.3,14.27,3611.42,19.24,0.74,0.85,0.8,0.8
20174,9.52,14.01,3783.4,15.61,0.71,0.88,0.81,0.8
23004,9.36,13.87,3766.92,14.7,0.7,0.89,0.81,0.79
15057,10,13.47,3172.83,13.23,0.71,0.9,0.78,0.79
20375,9.74,13.98,3111.8,13.8,0.71,0.9,0.78,0.79
20385,9.84,14.12,2953.05,13.78,0.72,0.9,0.77,0.79
13010,8.91,13.44,3365.48,8.93,0.67,0.94,0.79,0.79
29043,9.88,13.63,2697.86,10.35,0.71,0.93,0.76,0.79
29001,10.08,13.91,2548.39,11.27,0.72,0.92,0.75,0.79
20305,9.63,15.15,2993.33,17.49,0.74,0.87,0.77,0.79
26036,9.15,13.05,3895.1,11.69,0.67,0.92,0.81,0.79
15027,10.16,13.91,2952.47,14.88,0.73,0.89,0.77,0.79
15109,9.82,13.98,2946.2,13.56,0.72,0.9,0.77,0.79
15108,9.85,13.74,2979.2,12.99,0.71,0.9,0.77,0.79
30034,9.16,14.72,3088.45,14.41,0.71,0.89,0.78,0.79
30138,9.86,14.14,2758.97,13.1,0.72,0.9,0.76,0.79
05016,8.15,13.04,7148.45,17.81,0.63,0.86,0.9,0.79
29042,9.49,14.13,2640.57,10.57,0.71,0.92,0.75,0.79
20079,9.06,13.94,3206.35,11.77,0.69,0.91,0.78,0.79
05031,9.41,13.38,3882.76,15.1,0.69,0.89,0.81,0.79
08050,9.05,13.71,3272.51,11.26,0.68,0.92,0.79,0.79
17031,9.44,14.2,3072.77,14.13,0.71,0.89,0.78,0.79
26029,9.38,13.14,3819.45,13.85,0.68,0.9,0.81,0.79
08021,9.29,13.35,3358.94,11.85,0.68,0.91,0.79,0.79
28027,9.08,12.83,3560.75,9.61,0.66,0.93,0.8,0.79
14097,9.51,12.4,3729.08,10.96,0.66,0.92,0.81,0.79
15081,10.27,13.62,2913.17,15.1,0.72,0.89,0.77,0.79
20045,9.46,14,3330.66,15.46,0.7,0.88,0.79,0.79
13061,9.28,13.85,3012.43,11.95,0.69,0.91,0.77,0.79
29051,9.7,13.81,2676.47,11.56,0.71,0.92,0.76,0.79
13023,9.01,14.34,2504.56,8.82,0.7,0.94,0.75,0.79
20063,9.78,14.46,2632.14,14.41,0.73,0.89,0.75,0.79
31013,9.07,13.95,3746.8,15.97,0.69,0.88,0.81,0.79
29010,9.5,13.81,2575.04,10.13,0.7,0.93,0.75,0.79
05010,9.22,12.64,4261.04,13.89,0.66,0.9,0.83,0.79
19049,9.14,13.11,4334.97,15.85,0.67,0.88,0.83,0.79
12035,9.25,13.56,2936.67,10.65,0.69,0.92,0.77,0.79
23001,9.15,12.73,3662.01,11.46,0.66,0.92,0.8,0.79
26058,9.03,12.74,3913.75,12.51,0.66,0.91,0.81,0.79
13072,9.27,13.45,3038.72,12.1,0.68,0.91,0.78,0.78
31027,8.37,14.31,3293.77,12.87,0.68,0.91,0.79,0.78
26042,9.43,13.95,3117.94,15.63,0.7,0.88,0.78,0.78
29049,9.57,14.16,2499.19,12.6,0.71,0.91,0.75,0.78
27014,9.19,13.09,3009.69,10,0.67,0.93,0.77,0.78
20338,9.55,13.7,2861.5,13.66,0.7,0.9,0.77,0.78
13069,9.48,13.3,3123.79,13.49,0.69,0.9,0.78,0.78
02003,8.92,13.41,3898.34,15.51,0.67,0.88,0.81,0.78
29029,9.45,14.05,2421.16,11.31,0.71,0.92,0.74,0.78
20227,9.37,13.6,2952.62,13.24,0.69,0.9,0.77,0.78
26048,9.13,12.79,3394.9,11.55,0.66,0.92,0.79,0.78
28022,9.05,13.19,3155.95,11.44,0.67,0.92,0.78,0.78
15033,9.45,13.8,2783.24,13.58,0.7,0.9,0.76,0.78
30026,9.17,13.81,2974.28,13.6,0.69,0.9,0.77,0.78
01005,9.18,12.37,3949.53,13.18,0.65,0.9,0.81,0.78
15039,9.2,13.41,2491.41,8.41,0.68,0.94,0.75,0.78
05032,9.27,12.7,3648.65,13.66,0.66,0.9,0.8,0.78
13050,9.08,14.11,2798.11,13.36,0.69,0.9,0.76,0.78
30189,9.28,13.68,3176.15,15.43,0.69,0.88,0.78,0.78
03009,9.84,13.55,3251.32,18.18,0.7,0.86,0.79,0.78
12029,10.01,13.87,3010.29,18.93,0.72,0.85,0.77,0.78
28032,9.2,12.49,3421.37,11.69,0.65,0.92,0.79,0.78
26025,9,12.83,3613.94,13.25,0.66,0.9,0.8,0.78
13041,8.59,13.65,2660.86,8.31,0.67,0.94,0.76,0.78
20014,8.47,14.39,3006.37,13.81,0.68,0.9,0.77,0.78
17012,8.92,13.35,2849.64,10.51,0.67,0.93,0.77,0.78
11007,9.1,13.16,3617.21,15.6,0.67,0.88,0.8,0.78
20399,9.3,13.76,2971.19,15.26,0.69,0.88,0.77,0.78
15103,9.41,13.38,2711.32,12.37,0.69,0.91,0.76,0.78
05021,8.41,13.4,4112.75,15.59,0.65,0.88,0.82,0.78
30068,9.18,13.93,3012.11,15.75,0.69,0.88,0.77,0.78
20247,9.56,14.71,2325.57,15.43,0.73,0.88,0.73,0.78
08060,8.7,13.4,3424.79,13.62,0.66,0.9,0.79,0.78
22016,8.98,13.16,3101.69,12.25,0.66,0.91,0.78,0.78
13013,8.69,13,2931.56,8.87,0.65,0.94,0.77,0.78
31059,8.49,12.95,3310.7,10.14,0.64,0.93,0.79,0.78
26028,8.41,12.6,4676.82,14.93,0.63,0.89,0.84,0.78
26027,8.89,12.38,3552.7,11.24,0.64,0.92,0.8,0.78
21140,9.53,13.23,2747.07,13.2,0.69,0.9,0.76,0.78
30044,9.52,13.39,2832.51,14.56,0.69,0.89,0.76,0.78
26023,8.6,13.66,3454.6,15.09,0.67,0.89,0.79,0.78
17008,8.82,12.74,3159.31,10.33,0.65,0.93,0.78,0.78
28021,8.83,14.06,2719.23,13.2,0.68,0.9,0.76,0.78
26002,8.87,12.34,3585.2,11.53,0.64,0.92,0.8,0.78
13003,8.7,13.63,2461.31,8.74,0.67,0.94,0.74,0.78
19047,8.6,12.16,5023.1,15.93,0.62,0.88,0.85,0.78
20035,10.16,15.03,1834.8,15.43,0.76,0.88,0.7,0.78
10007,9.13,12.99,3195.28,13.86,0.67,0.9,0.78,0.78
11020,8.88,12.46,3732.43,13.24,0.64,0.9,0.81,0.78
17006,9.19,13.53,2989.8,15.42,0.68,0.88,0.77,0.78
29044,9.14,13.55,2605.3,12.5,0.68,0.91,0.75,0.77
28003,8.86,13.06,2960.87,11.63,0.66,0.92,0.77,0.77
13039,8.71,13.44,2928.2,12.36,0.66,0.91,0.77,0.77
26053,8.53,11.77,5427.61,16.13,0.61,0.88,0.86,0.77
24020,8.75,13.26,3049.36,13.18,0.66,0.9,0.78,0.77
05028,9.33,12.73,3643.48,17.49,0.66,0.87,0.8,0.77
18020,8.74,12.19,4014.86,13.92,0.63,0.9,0.82,0.77
20033,8.84,14.23,2774.25,16.07,0.69,0.88,0.76,0.77
15044,9.35,13.54,2430.8,13.03,0.69,0.9,0.74,0.77
26039,8.67,12.09,4148.23,13.82,0.62,0.9,0.82,0.77
19044,8.77,13.36,3349.51,15.89,0.66,0.88,0.79,0.77
26007,7.97,11.57,6515.36,15.69,0.59,0.88,0.89,0.77
19018,9.81,11.78,4120.23,18.47,0.65,0.86,0.82,0.77
15022,9.34,13.7,2853.62,17.13,0.69,0.87,0.77,0.77
20083,8.93,13.91,2776.17,15.41,0.68,0.88,0.76,0.77
05025,9.28,12.04,3135.39,11.58,0.64,0.92,0.78,0.77
02005,8.81,13.14,3365.72,15.48,0.66,0.88,0.79,0.77
02001,9.21,13.25,3554.26,19.06,0.67,0.85,0.8,0.77
16052,8.74,13.27,3363.62,15.83,0.66,0.88,0.79,0.77
06005,8.35,13.28,2966.53,11.24,0.65,0.92,0.77,0.77
30040,8.91,13.97,2901.19,16.86,0.68,0.87,0.77,0.77
11017,8.71,12.77,3107.54,12.06,0.64,0.91,0.78,0.77
14098,8.97,12.49,3413.46,14.2,0.65,0.89,0.79,0.77
14063,8.34,13.05,3230.55,12.19,0.64,0.91,0.78,0.77
30013,8.74,14.17,2648.47,15.23,0.69,0.89,0.75,0.77
15062,9.02,13.69,2757.58,15.53,0.68,0.88,0.76,0.77
15053,9.09,13.09,2581.9,11.98,0.67,0.91,0.75,0.77
32032,8.3,13.67,2638,10.82,0.66,0.92,0.75,0.77
29038,9.24,13.48,2393.13,12.89,0.68,0.9,0.74,0.77
05006,8.65,12.63,3373.23,13.14,0.64,0.9,0.79,0.77
14015,8.85,13.12,3348.85,16.54,0.66,0.87,0.79,0.77
19035,7.13,12.52,7436.64,18.99,0.59,0.85,0.91,0.77
08011,8.55,13.08,2806.53,11.29,0.65,0.92,0.76,0.77
19004,8.31,12.46,4122.64,14.9,0.62,0.89,0.82,0.77
30038,8.77,13.37,3125.18,16.13,0.66,0.88,0.78,0.77
19040,7.63,12.96,6043.55,20.52,0.61,0.84,0.88,0.77
17009,8.78,12.74,2832.19,11.4,0.65,0.92,0.76,0.77
09009,9,13.58,2933.25,17.03,0.68,0.87,0.77,0.77
21136,9.1,13.8,2468.45,14.99,0.69,0.89,0.74,0.77
24013,8.82,13.74,2737.58,15.48,0.68,0.88,0.76,0.77
11027,8.32,12.87,3085.29,11.51,0.63,0.92,0.78,0.77
08036,8.6,13.04,2888.37,12.53,0.65,0.91,0.77,0.77
26055,8.64,12.55,3288.04,13.28,0.64,0.9,0.79,0.77
15035,9.48,12.61,2606.18,13.33,0.67,0.9,0.75,0.77
14005,7.98,13.66,3081.44,13.45,0.65,0.9,0.78,0.77
27007,8.16,13.36,2805.96,11.19,0.64,0.92,0.76,0.77
20178,9.49,13.87,2510.28,18.06,0.7,0.86,0.75,0.77
13070,8.31,13.46,2541.79,10.49,0.65,0.93,0.75,0.77
26047,8.36,12.6,4183.9,17.01,0.63,0.87,0.82,0.77
29054,9.17,13.67,2021.71,11.05,0.69,0.92,0.71,0.77
11015,9.14,13.97,3210.15,21.82,0.69,0.83,0.78,0.77
15055,9.18,13.27,2773.23,16.31,0.67,0.88,0.76,0.77
15076,9.68,13.4,2936.35,20.53,0.7,0.84,0.77,0.77
31093,7.91,13.95,2754.9,12.55,0.65,0.91,0.76,0.77
30108,8.74,13.43,3175.2,17.56,0.66,0.87,0.78,0.77
01006,8.65,12.66,3102.83,13.27,0.64,0.9,0.78,0.77
30065,8.84,13.7,2917.93,17.65,0.68,0.86,0.77,0.77
29057,9.26,14.29,2141.05,15.82,0.71,0.88,0.72,0.77
14101,8.85,12.39,3378.3,15.17,0.64,0.89,0.79,0.77
14037,8.13,13.23,2959.77,12.44,0.64,0.91,0.77,0.76
19031,9.31,11.84,3699.01,17.05,0.64,0.87,0.81,0.76
08002,8.25,12.63,3225.05,12.14,0.63,0.91,0.78,0.76
29053,9.58,13.62,1993.75,13.4,0.7,0.9,0.71,0.76
19025,8.91,11.47,3460.79,11.98,0.62,0.91,0.79,0.76
13083,8.82,13.38,2880.23,16.49,0.67,0.87,0.77,0.76
13077,8.49,13.35,2749.46,13.78,0.65,0.9,0.76,0.76
25002,7.82,13.97,2886.16,14,0.65,0.9,0.77,0.76
26032,8.04,13.09,3964.03,17.53,0.63,0.87,0.82,0.76
15060,8.77,13.29,2780.88,15.35,0.66,0.88,0.76,0.76
20192,8.54,15.23,2249.01,17.92,0.71,0.86,0.73,0.76
26017,8.8,12.13,3587.33,15.5,0.63,0.88,0.8,0.76
29041,8.78,12.93,2605.26,12.58,0.65,0.91,0.75,0.76
21173,9.54,14.02,2211.08,17.55,0.71,0.87,0.73,0.76
13082,7.96,13.16,2519.67,8.28,0.63,0.94,0.75,0.76
18018,7.96,13.25,2673.9,10.11,0.63,0.93,0.76,0.76
08059,8.43,13.33,3186.46,16.72,0.65,0.87,0.78,0.76
29026,8.98,13.27,2433.88,13.85,0.67,0.9,0.74,0.76
20010,8.25,13.84,2720.49,14.91,0.66,0.89,0.76,0.76
19001,8.25,12.63,4533.76,19.45,0.63,0.85,0.84,0.76
13074,8.1,13.15,2506.93,9.41,0.64,0.93,0.75,0.76
14030,8.61,12.68,3314.24,15.96,0.64,0.88,0.79,0.76
26066,8.02,12.89,4244.41,18.48,0.63,0.86,0.83,0.76
17020,8.9,12.86,3156.79,17.28,0.65,0.87,0.78,0.76
15018,9.24,13.15,2698.74,17.23,0.67,0.87,0.76,0.76
14025,8.19,14.51,2864.94,18.89,0.68,0.85,0.77,0.76
15125,8.8,13.1,2890.03,16.23,0.66,0.88,0.77,0.76
29019,8.84,13.48,2383.98,14.14,0.67,0.89,0.74,0.76
12001,8.85,13.41,2626.66,15.92,0.67,0.88,0.75,0.76
29056,9.27,13.81,1980.38,13.74,0.69,0.9,0.71,0.76
13008,8.1,13.02,2410.63,8.29,0.63,0.94,0.74,0.76
26035,7.97,12.43,3828.82,14.68,0.61,0.89,0.81,0.76
26016,8.31,12.58,3622.75,16.15,0.63,0.88,0.8,0.76
10012,8.89,12.69,2838.14,15.05,0.65,0.89,0.76,0.76
29031,8.68,13.22,2545.51,14.06,0.66,0.9,0.75,0.76
14051,8.47,11.78,3978.24,15.27,0.61,0.88,0.82,0.76
03001,8.08,13.52,3347.45,17.79,0.64,0.86,0.79,0.76
15019,9.3,13.3,2565.49,17.86,0.68,0.86,0.75,0.76
30191,7.98,13.54,3034.2,15.48,0.64,0.88,0.78,0.76
05003,8.44,12.1,3141.27,12.13,0.62,0.91,0.78,0.76
15028,9.1,13.59,2496.66,17.56,0.68,0.87,0.75,0.76
20107,8.64,13.16,2824.31,15.93,0.65,0.88,0.76,0.76
15075,8.86,13.64,2573.34,17.33,0.67,0.87,0.75,0.76
28025,8.43,11.85,3171.26,11.21,0.61,0.92,0.78,0.76
30016,8.3,13.31,2970.32,16.04,0.65,0.88,0.77,0.76
20403,8.67,13.49,2870.02,18.1,0.66,0.86,0.77,0.76
20039,8.36,13.38,2615.58,14.14,0.65,0.89,0.75,0.76
20557,7.86,14.17,2574.37,14.75,0.66,0.89,0.75,0.76
30105,8.76,12.96,2950.73,17.06,0.65,0.87,0.77,0.76
15017,8.81,13.27,2667.09,16.62,0.66,0.87,0.76,0.76
13021,8.38,13.3,2707.93,14.83,0.65,0.89,0.76,0.76
25011,8.19,13.78,2890.41,17.27,0.66,0.87,0.77,0.76
17029,8.46,12.46,2726.74,11.59,0.63,0.92,0.76,0.76
15051,8.62,13.04,2584.64,14.07,0.65,0.89,0.75,0.76
23009,8.43,11.64,3824.05,14.45,0.6,0.89,0.81,0.76
21211,8.59,14.12,2169.57,14.97,0.68,0.89,0.72,0.76
14075,7.81,13.57,3149.21,16.23,0.64,0.88,0.78,0.76
15083,9.14,13.47,2772.02,20.08,0.68,0.84,0.76,0.76
15092,8.88,13.49,2370.82,15.72,0.67,0.88,0.74,0.76
26054,7.89,11.59,6139.39,19.98,0.58,0.84,0.88,0.76
15072,8.85,13.31,2591.89,16.85,0.66,0.87,0.75,0.76
20145,9.25,12.77,2957.82,19.26,0.66,0.85,0.77,0.76
26063,7.36,13.66,3995.15,19.08,0.62,0.85,0.82,0.76
08017,8.02,12.66,3166.33,13.65,0.62,0.9,0.78,0.76
15091,8.79,13.39,2360.19,15.24,0.66,0.88,0.74,0.76
26033,8.47,13.59,2667.06,17.19,0.66,0.87,0.76,0.76
15070,8.67,13.26,2567.23,16.08,0.66,0.88,0.75,0.76
05029,8.13,12.02,4080.28,16.75,0.6,0.87,0.82,0.76
26046,6.46,12.46,6725.92,18.26,0.56,0.86,0.9,0.76
26014,7.72,12.78,3843.06,17.3,0.61,0.87,0.81,0.76
13075,8.43,13.1,2519.88,14.23,0.64,0.89,0.75,0.76
27010,8.5,13.36,2267.21,13.48,0.65,0.9,0.73,0.76
05002,8.41,11.96,3162.3,13.59,0.61,0.9,0.78,0.76
15006,8.82,13.76,2274.38,17.06,0.68,0.87,0.73,0.75
29006,8.46,12.95,2266.29,11.54,0.64,0.92,0.73,0.75
30204,8.29,13.28,2806.88,16.74,0.65,0.87,0.76,0.75
26024,7.54,13.35,3552.3,17.78,0.62,0.86,0.8,0.75
15029,9.4,13.28,2612.18,21.01,0.68,0.84,0.75,0.75
18006,8.17,13.1,2823.07,15.6,0.64,0.88,0.76,0.75
13056,8.36,13.15,2755.25,16.38,0.64,0.88,0.76,0.75
14009,7.9,12.48,3978.65,18.28,0.61,0.86,0.82,0.75
29018,8.79,13.88,2229.58,17.64,0.68,0.86,0.73,0.75
05022,8.16,11.76,3652.28,15.09,0.6,0.89,0.8,0.75
15002,9.14,13.26,2352.8,18.22,0.67,0.86,0.74,0.75
14077,7.61,12.95,3063.23,14.21,0.61,0.89,0.78,0.75
29032,8.69,13.16,2189.83,14.1,0.66,0.89,0.73,0.75
08062,7.86,13.07,2846.45,14.78,0.63,0.89,0.77,0.75
30048,8.48,13.18,2706.32,17.59,0.65,0.87,0.76,0.75
15095,9.22,13.42,2994.47,24.3,0.68,0.81,0.77,0.75
20545,8.58,13.63,2214.59,16.02,0.66,0.88,0.73,0.75
13063,8.29,12.71,2941.72,16.49,0.63,0.87,0.77,0.75
19041,8.69,11,3548.98,14.41,0.6,0.89,0.8,0.75
32039,7.71,13.27,2383.34,11.51,0.63,0.92,0.74,0.75
08004,8.59,11.27,3310.08,13.89,0.6,0.9,0.79,0.75
06003,7.87,12.87,3009.98,15.42,0.62,0.88,0.77,0.75
29015,8.58,13.11,2277.12,14.59,0.65,0.89,0.73,0.75
08003,7.89,13.18,2799.15,15.56,0.63,0.88,0.76,0.75
26037,7.83,13.07,3400.84,18.64,0.62,0.86,0.79,0.75
31105,7.59,13.71,2610.25,14.94,0.63,0.89,0.75,0.75
14036,7.99,13.51,2504.37,15.37,0.64,0.88,0.75,0.75
19038,8.41,12.62,3680.69,21.24,0.63,0.83,0.8,0.75
19009,8.49,12.34,3675.84,20.47,0.63,0.84,0.8,0.75
31041,8.08,12.32,2971.57,13.96,0.61,0.9,0.77,0.75
07089,8.48,13.34,2592.11,18.01,0.65,0.86,0.75,0.75
31082,7.65,13.62,2677.64,15.6,0.63,0.88,0.76,0.75
13022,8.02,13.34,2593.69,15.86,0.64,0.88,0.75,0.75
21132,8.55,13.27,2262.25,15.56,0.65,0.88,0.73,0.75
14044,8.31,11.74,3613.74,16.82,0.6,0.87,0.8,0.75
27005,8.26,13.06,2539.36,15.54,0.64,0.88,0.75,0.75
20043,7.82,13.63,2663.84,16.7,0.64,0.87,0.76,0.75
32007,8.01,12.09,3039.58,13.38,0.6,0.9,0.78,0.75
21125,8.66,13.07,2595.12,18.25,0.65,0.86,0.75,0.75
28040,8.09,12.53,2984.82,15.64,0.62,0.88,0.77,0.75
05019,8.4,12.18,2546.3,12.51,0.62,0.91,0.75,0.75
15030,9.31,13.05,2272.65,18.91,0.67,0.85,0.73,0.75
21174,8.25,13.12,2376.38,14.7,0.64,0.89,0.74,0.75
05020,8.28,11.7,3350.86,15.31,0.6,0.88,0.79,0.75
25009,8.23,12.24,2998.52,15.36,0.61,0.88,0.77,0.75
14002,7.98,12.46,2978.39,14.87,0.61,0.89,0.77,0.75
13030,8.23,13.83,2347.26,17.55,0.66,0.87,0.74,0.75
15098,9.06,13.71,2048.1,18.37,0.68,0.86,0.72,0.75
